tubeOD (V),,,OD measured,,,LabJack Output,,,
,,,,,,3709388662,0.242476,0.327787,0.278374
,,,,,,3709388692,0.222363,0.353387,0.268253
,,,,,,3709388722,0.232419,0.353387,0.259919
,,,,,,3709388752,0.227391,0.325406,0.278374
,,,,,,3709388782,0.242476,0.32481,0.274207
,,,,,,3709388812,0.252532,0.321238,0.284327
,,,,,,3709388842,0.242476,0.30576,0.265872
,,,,,,3709388872,0.25756,0.336717,0.264086
,,,,,,3709388902,0.252532,0.334931,0.291472
,,,,,,3709388932,0.237447,0.346243,0.290876
,,,,,,3709388962,0.227391,0.317666,0.265277
,,,,,,3709388992,0.232419,0.346838,0.293853
,,,,,,3709389022,0.232419,0.329573,0.261705
,,,,,,3709389052,0.227391,0.336122,0.276588
,,,,,,3709389082,0.227391,0.310522,0.278969
,,,,,,3709389112,0.242476,0.297425,0.286709
,,,,,,3709389142,0.25756,0.295044,0.28016
,,,,,,3709389172,0.237447,0.35041,0.270635
,,,,,,3709389202,0.227391,0.326001,0.249202
,,,,,,3709389232,0.222363,0.337313,0.280755
,,,,,,3709389262,0.207279,0.323024,0.277183
,,,,,,3709389292,0.237447,0.311713,0.275397
,,,,,,3709389322,0.222363,0.334336,0.255156
,,,,,,3709389352,0.222363,0.340885,0.270635
,,,,,,3709389382,0.237447,0.339099,0.279565
,,,,,,3709389412,0.207279,0.338503,0.247416
,,,,,,3709389442,0.242476,0.32362,0.284327
,,,,,,3709389472,0.232419,0.331955,0.258133
,,,,,,3709389502,0.232419,0.343266,0.258133
,,,,,,3709389532,0.237447,0.321238,0.275397
,,,,,,3709389562,0.227391,0.344457,0.268253
,,,,,,3709389592,0.227391,0.366484,0.267063
,,,,,,3709389622,0.242476,0.327787,0.285518
,,,,,,3709389652,0.227391,0.321238,0.270635
,,,,,,3709389682,0.242476,0.343861,0.269444
,,,,,,3709389712,0.252532,0.330764,0.273016
,,,,,,3709389742,0.242476,0.337313,0.288495
,,,,,,3709389772,0.237447,0.324215,0.254561
,,,,,,3709389802,0.242476,0.349815,0.264681
,,,,,,3709389832,0.25756,0.351005,0.265277
,,,,,,3709389862,0.242476,0.313499,0.253965
,,,,,,3709389892,0.222363,0.340885,0.290876
,,,,,,3709389922,0.222363,0.328383,0.293258
,,,,,,3709389952,0.232419,0.317666,0.261109
,,,,,,3709389982,0.242476,0.348029,0.279565
,,,,,,3709390012,0.212307,0.355173,0.269444
,,,,,,3709390042,0.217335,0.363508,0.240868
,,,,,,3709390072,0.227391,0.316476,0.272421
,,,,,,3709390102,0.232419,0.317071,0.278969
,,,,,,3709390132,0.237447,0.336122,0.277183
,,,,,,3709390162,0.227391,0.335527,0.274802
,,,,,,3709390192,0.227391,0.345647,0.272421
,,,,,,3709390222,0.242476,0.337313,0.261705
,,,,,,3709390252,0.222363,0.324215,0.283732
,,,,,,3709390282,0.237447,0.319452,0.296234
,,,,,,3709390312,0.232419,0.331359,0.277779
,,,,,,3709390342,0.227391,0.36827,0.258728
,,,,,,3709390372,0.237447,0.331359,0.2879
,,,,,,3709390402,0.222363,0.336122,0.270039
,,,,,,3709390432,0.237447,0.35041,0.264086
,,,,,,3709390462,0.217335,0.352791,0.258728
,,,,,,3709390492,0.247504,0.327787,0.267063
,,,,,,3709390522,0.262588,0.327192,0.284923
,,,,,,3709390552,0.227391,0.325406,0.298616
,,,,,,3709390582,0.227391,0.337908,0.261705
,,,,,,3709390612,0.237447,0.33255,0.28909
,,,,,,3709390642,0.232419,0.331359,0.270039
,,,,,,3709390672,0.217335,0.320643,0.278374
,,,,,,3709390702,0.237447,0.35041,0.277779
,,,,,,3709390732,0.227391,0.340289,0.269444
,,,,,,3709390762,0.247504,0.32362,0.267063
,,,,,,3709390792,0.247504,0.311713,0.275397
,,,,,,3709390822,0.227391,0.311118,0.288495
,,,,,,3709390852,0.25756,0.32362,0.293258
,,,,,,3709390882,0.237447,0.31588,0.267063
,,,,,,3709390912,0.242476,0.340289,0.277779
,,,,,,3709390942,0.212307,0.348029,0.278969
,,,,,,3709390972,0.232419,0.355173,0.268253
,,,,,,3709391002,0.237447,0.314094,0.259919
,,,,,,3709391032,0.227391,0.333145,0.275397
,,,,,,3709391062,0.252532,0.313499,0.263491
,,,,,,3709391092,0.212307,0.342671,0.261705
,,,,,,3709391122,0.232419,0.353982,0.273016
,,,,,,3709391152,0.237447,0.328978,0.275993
,,,,,,3709391182,0.237447,0.339694,0.243844
,,,,,,3709391212,0.217335,0.360531,0.258133
,,,,,,3709391242,0.232419,0.337313,0.261705
,,,,,,3709391272,0.237447,0.339694,0.257537
,,,,,,3709391302,0.247504,0.340885,0.270635
,,,,,,3709391332,0.262588,0.31588,0.281351
,,,,,,3709391362,0.25756,0.336717,0.286709
,,,,,,3709391392,0.232419,0.313499,0.284923
,,,,,,3709391422,0.237447,0.338503,0.275993
,,,,,,3709391452,0.237447,0.334931,0.2623
,,,,,,3709391482,0.227391,0.364103,0.274207
,,,,,,3709391512,0.222363,0.328978,0.278374
,,,,,,3709391542,0.247504,0.322429,0.278374
,,,,,,3709391572,0.232419,0.349219,0.283732
,,,,,,3709391602,0.227391,0.31588,0.282541
,,,,,,3709391632,0.232419,0.394465,0.269444
,,,,,,3709391662,0.252532,0.340289,0.264086
,,,,,,3709391692,0.232419,0.335527,0.303378
,,,,,,3709391722,0.242476,0.321238,0.263491
,,,,,,3709391752,0.242476,0.337908,0.275397
,,,,,,3709391782,0.247504,0.337313,0.264086
,,,,,,3709391812,0.232419,0.351601,0.283137
,,,,,,3709391842,0.232419,0.336717,0.286709
,,,,,,3709391872,0.247504,0.340885,0.28016
,,,,,,3709391902,0.237447,0.35041,0.268253
,,,,,,3709391932,0.212307,0.339694,0.267658
,,,,,,3709391962,0.232419,0.339099,0.249202
,,,,,,3709391992,0.222363,0.322429,0.260514
,,,,,,3709392022,0.212307,0.323024,0.286113
,,,,,,3709392052,0.232419,0.329573,0.280755
,,,,,,3709392082,0.222363,0.346838,0.255156
,,,,,,3709392112,0.232419,0.351005,0.274802
,,,,,,3709392142,0.222363,0.337908,0.268253
,,,,,,3709392172,0.227391,0.348029,0.265277
,,,,,,3709392202,0.242476,0.328383,0.274802
,,,,,,3709392232,0.227391,0.336717,0.274207
,,,,,,3709392262,0.227391,0.354577,0.259919
,,,,,,3709392292,0.237447,0.345647,0.282541
,,,,,,3709392322,0.227391,0.331359,0.265872
,,,,,,3709392352,0.237447,0.349219,0.285518
,,,,,,3709392382,0.222363,0.30695,0.267063
,,,,,,3709392412,0.232419,0.324215,0.263491
,,,,,,3709392442,0.237447,0.306355,0.278969
,,,,,,3709392472,0.232419,0.352196,0.253965
,,,,,,3709392502,0.247504,0.327787,0.2879
,,,,,,3709392532,0.242476,0.336717,0.274802
,,,,,,3709392562,0.232419,0.362912,0.274207
,,,,,,3709392592,0.252532,0.347433,0.28909
,,,,,,3709392622,0.232419,0.373033,0.250989
,,,,,,3709392652,0.237447,0.348624,0.2623
,,,,,,3709392682,0.237447,0.328978,0.289686
,,,,,,3709392712,0.227391,0.339694,0.28909
,,,,,,3709392742,0.247504,0.336717,0.278374
,,,,,,3709392772,0.247504,0.324215,0.267658
,,,,,,3709392802,0.227391,0.338503,0.2879
,,,,,,3709392832,0.247504,0.345052,0.275993
,,,,,,3709392862,0.217335,0.347433,0.260514
,,,,,,3709392892,0.247504,0.34148,0.270635
,,,,,,3709392922,0.217335,0.333741,0.271825
,,,,,,3709392952,0.242476,0.324215,0.262895
,,,,,,3709392982,0.237447,0.327787,0.265872
,,,,,,3709393012,0.232419,0.336122,0.288495
,,,,,,3709393042,0.237447,0.326597,0.263491
,,,,,,3709393072,0.232419,0.337313,0.275993
,,,,,,3709393102,0.212307,0.336717,0.27123
,,,,,,3709393132,0.237447,0.306355,0.271825
,,,,,,3709393162,0.232419,0.366484,0.252179
,,,,,,3709393192,0.222363,0.334336,0.256942
,,,,,,3709393222,0.247504,0.34148,0.274207
,,,,,,3709393252,0.227391,0.345647,0.277183
,,,,,,3709393282,0.232419,0.325406,0.260514
,,,,,,3709393312,0.247504,0.326597,0.262895
,,,,,,3709393342,0.237447,0.342075,0.278374
,,,,,,3709393372,0.242476,0.331955,0.284923
,,,,,,3709393402,0.232419,0.365294,0.285518
,,,,,,3709393432,0.217335,0.340885,0.274802
,,,,,,3709393462,0.237447,0.321238,0.264681
,,,,,,3709393492,0.217335,0.375414,0.246226
,,,,,,3709393522,0.222363,0.354577,0.266467
,,,,,,3709393552,0.252532,0.335527,0.273016
,,,,,,3709393582,0.222363,0.349815,0.2623
,,,,,,3709393612,0.242476,0.305164,0.278374
,,,,,,3709393642,0.232419,0.361126,0.267063
,,,,,,3709393672,0.227391,0.342671,0.265872
,,,,,,3709393702,0.252532,0.302188,0.277779
,,,,,,3709393732,0.247504,0.347433,0.280755
,,,,,,3709393762,0.237447,0.320643,0.278374
,,,,,,3709393792,0.227391,0.338503,0.268253
,,,,,,3709393822,0.237447,0.321834,0.271825
,,,,,,3709393852,0.242476,0.334336,0.258133
,,,,,,3709393882,0.242476,0.328978,0.268849
,,,,,,3709393912,0.247504,0.337908,0.286113
,,,,,,3709393942,0.217335,0.342075,0.261109
,,,,,,3709393972,0.247504,0.340885,0.274207
,,,,,,3709394002,0.217335,0.338503,0.277779
,,,,,,3709394032,0.222363,0.35934,0.2623
,,,,,,3709394062,0.227391,0.331955,0.286113
,,,,,,3709394092,0.237447,0.348624,0.258728
,,,,,,3709394122,0.237447,0.336122,0.281351
,,,,,,3709394152,0.242476,0.324215,0.288495
,,,,,,3709394182,0.252532,0.317071,0.268253
,,,,,,3709394212,0.237447,0.346243,0.273016
,,,,,,3709394242,0.237447,0.308736,0.268253
,,,,,,3709394272,0.247504,0.304569,0.269444
,,,,,,3709394302,0.237447,0.344457,0.265872
,,,,,,3709394332,0.227391,0.35041,0.259919
,,,,,,3709394362,0.227391,0.347433,0.271825
,,,,,,3709394392,0.232419,0.353387,0.268849
,,,,,,3709394422,0.222363,0.354577,0.278374
,,,,,,3709394452,0.232419,0.351601,0.275993
,,,,,,3709394482,0.242476,0.318262,0.273611
,,,,,,3709394512,0.217335,0.361721,0.282541
,,,,,,3709394542,0.247504,0.340289,0.278374
,,,,,,3709394572,0.237447,0.331955,0.28016
,,,,,,3709394602,0.222363,0.353387,0.259919
,,,,,,3709394632,0.247504,0.34148,0.264681
,,,,,,3709394662,0.232419,0.327192,0.291472
,,,,,,3709394692,0.222363,0.371842,0.273016
,,,,,,3709394722,0.242476,0.337313,0.283137
,,,,,,3709394752,0.247504,0.325406,0.284923
,,,,,,3709394782,0.252532,0.302783,0.290876
,,,,,,3709394812,0.212307,0.308141,0.281946
,,,,,,3709394842,0.222363,0.334336,0.269444
,,,,,,3709394872,0.232419,0.335527,0.284923
,,,,,,3709394902,0.237447,0.343266,0.266467
,,,,,,3709394932,0.227391,0.32481,0.263491
,,,,,,3709394962,0.237447,0.32362,0.257537
,,,,,,3709394992,0.247504,0.335527,0.278969
,,,,,,3709395022,0.237447,0.367675,0.25337
,,,,,,3709395052,0.247504,0.333145,0.28016
,,,,,,3709395082,0.252532,0.327192,0.275993
,,,,,,3709395112,0.232419,0.336717,0.302783
,,,,,,3709395142,0.222363,0.33255,0.278969
,,,,,,3709395172,0.247504,0.31469,0.274207
,,,,,,3709395202,0.25756,0.327787,0.271825
,,,,,,3709395232,0.227391,0.329573,0.283137
,,,,,,3709395262,0.232419,0.361721,0.295639
,,,,,,3709395292,0.232419,0.333741,0.28016
,,,,,,3709395322,0.222363,0.346243,0.260514
,,,,,,3709395352,0.252532,0.329573,0.279565
,,,,,,3709395382,0.237447,0.340289,0.282541
,,,,,,3709395412,0.227391,0.32362,0.260514
,,,,,,3709395442,0.252532,0.314094,0.286709
,,,,,,3709395472,0.227391,0.336122,0.283137
,,,,,,3709395502,0.222363,0.348624,0.278969
,,,,,,3709395532,0.242476,0.334336,0.275993
,,,,,,3709395562,0.217335,0.337313,0.268253
,,,,,,3709395592,0.247504,0.32362,0.277779
,,,,,,3709395622,0.242476,0.328383,0.25337
,,,,,,3709395652,0.222363,0.35041,0.265277
,,,,,,3709395682,0.227391,0.346838,0.290281
,,,,,,3709395712,0.237447,0.356959,0.279565
,,,,,,3709395742,0.247504,0.32362,0.284327
,,,,,,3709395772,0.247504,0.320048,0.257537
,,,,,,3709395802,0.222363,0.352196,0.268253
,,,,,,3709395832,0.232419,0.342075,0.274802
,,,,,,3709395862,0.222363,0.335527,0.292662
,,,,,,3709395892,0.242476,0.331955,0.271825
,,,,,,3709395922,0.25756,0.320048,0.275397
,,,,,,3709395952,0.247504,0.322429,0.282541
,,,,,,3709395982,0.237447,0.348624,0.308141
,,,,,,3709396012,0.222363,0.346243,0.256942
,,,,,,3709396042,0.232419,0.346243,0.267063
,,,,,,3709396072,0.227391,0.354577,0.264681
,,,,,,3709396102,0.237447,0.35041,0.259323
,,,,,,3709396132,0.262588,0.334336,0.275397
,,,,,,3709396162,0.232419,0.328383,0.289686
,,,,,,3709396192,0.237447,0.356959,0.271825
,,,,,,3709396222,0.242476,0.34148,0.271825
,,,,,,3709396252,0.237447,0.348029,0.275397
,,,,,,3709396282,0.227391,0.327787,0.264681
,,,,,,3709396312,0.237447,0.347433,0.28016
,,,,,,3709396342,0.242476,0.354577,0.270039
,,,,,,3709396372,0.227391,0.351601,0.267658
,,,,,,3709396402,0.247504,0.343861,0.265872
,,,,,,3709396432,0.232419,0.355173,0.254561
,,,,,,3709396462,0.232419,0.337908,0.277779
,,,,,,3709396492,0.247504,0.337908,0.260514
,,,,,,3709396522,0.237447,0.345647,0.281351
,,,,,,3709396552,0.227391,0.343266,0.262895
,,,,,,3709396582,0.237447,0.333741,0.283137
,,,,,,3709396612,0.237447,0.345052,0.278969
,,,,,,3709396642,0.242476,0.331359,0.259323
,,,,,,3709396672,0.242476,0.324215,0.285518
,,,,,,3709396702,0.237447,0.352791,0.259919
,,,,,,3709396732,0.237447,0.336122,0.268253
,,,,,,3709396762,0.222363,0.371842,0.255751
,,,,,,3709396792,0.217335,0.353387,0.277183
,,,,,,3709396822,0.232419,0.340885,0.272421
,,,,,,3709396852,0.217335,0.322429,0.284327
,,,,,,3709396882,0.222363,0.340885,0.264086
,,,,,,3709396912,0.227391,0.34148,0.279565
,,,,,,3709396942,0.237447,0.366484,0.273016
,,,,,,3709396972,0.237447,0.339099,0.275397
,,,,,,3709397002,0.242476,0.327787,0.268849
,,,,,,3709397032,0.212307,0.334931,0.272421
,,,,,,3709397062,0.237447,0.346838,0.265277
,,,,,,3709397092,0.192194,0.35041,0.273016
,,,,,,3709397122,0.227391,0.363508,0.267063
,,,,,,3709397152,0.232419,0.312904,0.286709
,,,,,,3709397182,0.242476,0.362912,0.279565
,,,,,,3709397212,0.242476,0.351601,0.270039
,,,,,,3709397242,0.222363,0.374224,0.272421
,,,,,,3709397272,0.247504,0.337908,0.274802
,,,,,,3709397302,0.237447,0.356959,0.259919
,,,,,,3709397332,0.227391,0.355768,0.270039
,,,,,,3709397362,0.232419,0.356959,0.256942
,,,,,,3709397392,0.227391,0.340289,0.282541
,,,,,,3709397422,0.227391,0.329573,0.263491
,,,,,,3709397452,0.237447,0.354577,0.272421
,,,,,,3709397482,0.252532,0.354577,0.271825
,,,,,,3709397512,0.232419,0.321238,0.261705
,,,,,,3709397542,0.232419,0.371842,0.270635
,,,,,,3709397572,0.242476,0.334931,0.255156
,,,,,,3709397602,0.242476,0.337908,0.269444
,,,,,,3709397632,0.222363,0.378391,0.269444
,,,,,,3709397662,0.227391,0.346243,0.2623
,,,,,,3709397692,0.212307,0.35041,0.290281
,,,,,,3709397722,0.237447,0.346838,0.282541
,,,,,,3709397752,0.232419,0.325406,0.288495
,,,,,,3709397782,0.227391,0.337908,0.278374
,,,,,,3709397812,0.247504,0.330764,0.28016
,,,,,,3709397842,0.247504,0.316476,0.2879
,,,,,,3709397872,0.25756,0.337313,0.270039
,,,,,,3709397902,0.252532,0.315285,0.276588
,,,,,,3709397932,0.222363,0.346838,0.266467
,,,,,,3709397962,0.247504,0.331359,0.270635
,,,,,,3709397992,0.237447,0.324215,0.278969
,,,,,,3709398022,0.247504,0.334931,0.295044
,,,,,,3709398052,0.232419,0.329573,0.283732
,,,,,,3709398082,0.242476,0.380177,0.263491
,,,,,,3709398112,0.232419,0.31469,0.268849
,,,,,,3709398142,0.237447,0.351601,0.290281
,,,,,,3709398172,0.242476,0.339694,0.274207
,,,,,,3709398202,0.247504,0.337908,0.288495
,,,,,,3709398232,0.242476,0.328978,0.290281
,,,,,,3709398262,0.237447,0.346243,0.270039
,,,,,,3709398292,0.247504,0.336717,0.292067
,,,,,,3709398322,0.242476,0.366484,0.270039
,,,,,,3709398352,0.227391,0.381368,0.271825
,,,,,,3709398382,0.237447,0.361721,0.259919
,,,,,,3709398412,0.25756,0.345052,0.293853
,,,,,,3709398442,0.247504,0.327787,0.288495
,,,,,,3709398472,0.247504,0.348624,0.274802
,,,,,,3709398502,0.247504,0.347433,0.285518
,,,,,,3709398532,0.262588,0.345647,0.303974
,,,,,,3709398562,0.232419,0.351601,0.295044
,,,,,,3709398592,0.227391,0.340289,0.295044
,,,,,,3709398622,0.242476,0.362317,0.267063
,,,,,,3709398652,0.242476,0.365889,0.279565
,,,,,,3709398682,0.252532,0.364698,0.257537
,,,,,,3709398712,0.25756,0.344457,0.2879
,,,,,,3709398742,0.25756,0.339694,0.279565
,,,,,,3709398772,0.232419,0.349815,0.28016
,,,,,,3709398802,0.227391,0.373628,0.258728
,,,,,,3709398832,0.237447,0.346243,0.264681
,,,,,,3709398862,0.242476,0.371842,0.266467
,,,,,,3709398892,0.247504,0.360531,0.261705
,,,,,,3709398922,0.242476,0.343266,0.293853
,,,,,,3709398952,0.217335,0.374819,0.268253
,,,,,,3709398982,0.237447,0.345052,0.293853
,,,,,,3709399012,0.222363,0.364698,0.274802
,,,,,,3709399042,0.247504,0.333741,0.283137
,,,,,,3709399072,0.247504,0.336717,0.272421
,,,,,,3709399102,0.247504,0.342075,0.278969
,,,,,,3709399132,0.232419,0.328383,0.274802
,,,,,,3709399162,0.247504,0.371247,0.293258
,,,,,,3709399192,0.25756,0.317071,0.2879
,,,,,,3709399222,0.247504,0.337908,0.274802
,,,,,,3709399252,0.252532,0.325406,0.276588
,,,,,,3709399282,0.237447,0.321834,0.269444
,,,,,,3709399312,0.237447,0.349219,0.268253
,,,,,,3709399342,0.232419,0.353982,0.277183
,,,,,,3709399372,0.242476,0.354577,0.269444
,,,,,,3709399402,0.252532,0.356363,0.283137
,,,,,,3709399432,0.232419,0.335527,0.275397
,,,,,,3709399462,0.25756,0.330169,0.283137
,,,,,,3709399492,0.242476,0.317666,0.292067
,,,,,,3709399522,0.237447,0.345052,0.2623
,,,,,,3709399552,0.237447,0.343266,0.308141
,,,,,,3709399582,0.25756,0.360531,0.278374
,,,,,,3709399612,0.242476,0.36708,0.262895
,,,,,,3709399642,0.247504,0.352791,0.270635
,,,,,,3709399672,0.232419,0.35041,0.277779
,,,,,,3709399702,0.252532,0.348624,0.278374
,,,,,,3709399732,0.25756,0.327787,0.277183
,,,,,,3709399762,0.237447,0.331359,0.289686
,,,,,,3709399792,0.232419,0.363508,0.267658
,,,,,,3709399822,0.217335,0.361126,0.275397
,,,,,,3709399852,0.232419,0.370056,0.279565
,,,,,,3709399882,0.242476,0.321834,0.280755
,,,,,,3709399912,0.237447,0.364698,0.267658
,,,,,,3709399942,0.237447,0.370056,0.268849
,,,,,,3709399972,0.252532,0.336717,0.278969
,,,,,,3709400002,0.242476,0.33255,0.273611
,,,,,,3709400032,0.232419,0.31469,0.258728
,,,,,,3709400062,0.237447,0.352791,0.268849
,,,,,,3709400092,0.227391,0.364698,0.249798
,,,,,,3709400122,0.237447,0.327192,0.287304
,,,,,,3709400152,0.252532,0.338503,0.269444
,,,,,,3709400182,0.252532,0.327192,0.28909
,,,,,,3709400212,0.237447,0.336122,0.278969
,,,,,,3709400242,0.25756,0.31469,0.275993
,,,,,,3709400272,0.252532,0.367675,0.285518
,,,,,,3709400302,0.227391,0.317666,0.277183
,,,,,,3709400332,0.252532,0.345052,0.273016
,,,,,,3709400362,0.227391,0.362317,0.268253
,,,,,,3709400392,0.232419,0.333741,0.265872
,,,,,,3709400422,0.247504,0.349219,0.28016
,,,,,,3709400452,0.232419,0.346838,0.280755
,,,,,,3709400482,0.227391,0.375414,0.267063
,,,,,,3709400512,0.242476,0.364698,0.270039
,,,,,,3709400542,0.247504,0.339694,0.267063
,,,,,,3709400572,0.237447,0.335527,0.284327
,,,,,,3709400602,0.232419,0.342671,0.283137
,,,,,,3709400632,0.247504,0.336122,0.277183
,,,,,,3709400662,0.242476,0.378986,0.265872
,,,,,,3709400692,0.232419,0.362317,0.286709
,,,,,,3709400722,0.242476,0.364103,0.286709
,,,,,,3709400752,0.222363,0.355768,0.275993
,,,,,,3709400782,0.222363,0.383749,0.261109
,,,,,,3709400812,0.247504,0.348624,0.286113
,,,,,,3709400842,0.25756,0.348029,0.279565
,,,,,,3709400872,0.242476,0.342671,0.29802
,,,,,,3709400902,0.247504,0.315285,0.276588
,,,,,,3709400932,0.232419,0.359935,0.277183
,,,,,,3709400962,0.247504,0.328978,0.281351
,,,,,,3709400992,0.232419,0.342671,0.27123
,,,,,,3709401022,0.232419,0.370652,0.275397
,,,,,,3709401052,0.227391,0.353982,0.267658
,,,,,,3709401082,0.232419,0.327787,0.270039
,,,,,,3709401112,0.237447,0.33255,0.301592
,,,,,,3709401142,0.232419,0.337313,0.258728
,,,,,,3709401172,0.242476,0.360531,0.282541
,,,,,,3709401202,0.252532,0.328978,0.288495
,,,,,,3709401232,0.232419,0.372438,0.267658
,,,,,,3709401262,0.252532,0.320048,0.295044
,,,,,,3709401292,0.222363,0.365889,0.275993
,,,,,,3709401322,0.232419,0.326001,0.272421
,,,,,,3709401352,0.247504,0.345052,0.285518
,,,,,,3709401382,0.247504,0.358745,0.286709
,,,,,,3709401412,0.247504,0.342075,0.293258
,,,,,,3709401442,0.227391,0.356363,0.265872
,,,,,,3709401472,0.242476,0.302783,0.275993
,,,,,,3709401502,0.252532,0.333145,0.302188
,,,,,,3709401532,0.242476,0.360531,0.271825
,,,,,,3709401562,0.232419,0.369461,0.264086
,,,,,,3709401592,0.222363,0.357554,0.27123
,,,,,,3709401622,0.227391,0.370652,0.249202
,,,,,,3709401652,0.237447,0.352791,0.291472
,,,,,,3709401682,0.25756,0.356363,0.275993
,,,,,,3709401712,0.252532,0.335527,0.279565
,,,,,,3709401742,0.237447,0.377796,0.269444
,,,,,,3709401772,0.217335,0.363508,0.284327
,,,,,,3709401802,0.237447,0.340885,0.292662
,,,,,,3709401832,0.247504,0.379582,0.274207
,,,,,,3709401862,0.227391,0.35041,0.277183
,,,,,,3709401892,0.242476,0.34148,0.274802
,,,,,,3709401922,0.222363,0.358745,0.261705
,,,,,,3709401952,0.222363,0.349219,0.261705
,,,,,,3709401982,0.227391,0.34148,0.278374
,,,,,,3709402012,0.232419,0.351601,0.260514
,,,,,,3709402042,0.217335,0.324215,0.287304
,,,,,,3709402072,0.237447,0.365889,0.273016
,,,,,,3709402102,0.227391,0.365294,0.268253
,,,,,,3709402132,0.222363,0.336717,0.254561
,,,,,,3709402162,0.252532,0.375414,0.302188
,,,,,,3709402192,0.242476,0.347433,0.261109
,,,,,,3709402222,0.247504,0.369461,0.273611
,,,,,,3709402252,0.247504,0.345052,0.262895
,,,,,,3709402282,0.232419,0.331359,0.296234
,,,,,,3709402312,0.227391,0.338503,0.270635
,,,,,,3709402342,0.237447,0.355173,0.257537
,,,,,,3709402372,0.232419,0.364698,0.281351
,,,,,,3709402402,0.217335,0.362317,0.286113
,,,,,,3709402432,0.25756,0.348029,0.282541
,,,,,,3709402462,0.252532,0.344457,0.286709
,,,,,,3709402492,0.247504,0.346243,0.277183
,,,,,,3709402522,0.247504,0.317071,0.276588
,,,,,,3709402552,0.237447,0.36708,0.276588
,,,,,,3709402582,0.252532,0.334931,0.281351
,,,,,,3709402612,0.217335,0.355768,0.287304
,,,,,,3709402642,0.237447,0.333741,0.272421
,,,,,,3709402672,0.227391,0.35934,0.265872
,,,,,,3709402702,0.25756,0.352196,0.285518
